Número do empenho;Ano de exercício;Categoria do empenho;Data do empenho;Histórico do empenho;Valor do empenho;Valor liquidado R$;Valor pago R$
 9160; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 8.474,09; R$ 8.474,09; R$ 8.474,09
 9159; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9158; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.497,07; R$ 2.497,07; R$ 2.497,07
 9157; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.867,29; R$ 3.867,29; R$ 3.867,29
 9156; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.341,58; R$ 2.341,58; R$ 2.341,58
 9155; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 301,99; R$ 301,99; R$ 301,99
 9154; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9153; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.433,72; R$ 6.433,72; R$ 6.433,72
 9152; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 71.846,32; R$ 71.846,32; R$ 71.846,32
 9151; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9150; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 707,67; R$ 707,67; R$ 707,67
 9149; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.804,09; R$ 6.804,09; R$ 6.804,09
 9148; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.312,65; R$ 3.312,65; R$ 3.312,65
 9147; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 198,91; R$ 198,91; R$ 198,91
 9146; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.156,15; R$ 1.156,15; R$ 1.156,15
 9145; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9144; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9143; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 17.985,33; R$ 17.985,33; R$ 17.985,33
 9142; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 857,55; R$ 857,55; R$ 857,55
 9141; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 4.253,83; R$ 4.253,83; R$ 4.253,83
 9140; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 5.356,41; R$ 5.356,41; R$ 5.356,41
 9139; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 27.425,32; R$ 27.425,32; R$ 27.425,32
 9138; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 34.458,99; R$ 34.458,99; R$ 34.458,99
 9137; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 214,38; R$ 214,38; R$ 214,38
 9136; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 7.992,42; R$ 7.922,42; R$ 7.922,42
 9135; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 886,95; R$ 886,95; R$ 886,95
 9134; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 96.026,98; R$ 96.026,98; R$ 96.026,98
 9133; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 8.226,59; R$ 8.226,59; R$ 8.226,59
 9132; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 10.658,60; R$ 10.658,60; R$ 10.658,60
 9131; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 665,69; R$ 665,69; R$ 665,69
 9130; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 66.558,60; R$ 66.558,60; R$ 66.558,60
 9129; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.666,85; R$ 6.666,85; R$ 6.666,85
 9128; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 85.628,11; R$ 85.628,11; R$ 85.628,11
 9127; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.741,99; R$ 1.741,99; R$ 1.741,99
 9126; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 147.336,82; R$ 147.336,82; R$ 147.336,82
 9125; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 62.653,76; R$ 62.653,76; R$ 62.653,76
 9124; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.352,58; R$ 3.352,58; R$ 3.352,58
 9123; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 4.885,03; R$ 4.885,03; R$ 4.885,03
 9122; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.583,72; R$ 3.583,72; R$ 3.583,72
 9121; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 5.035,66; R$ 5.035,66; R$ 5.035,66
 9120; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 126.900,96; R$ 126.900,96; R$ 126.900,96
 9119; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 7.183,76; R$ 7.183,76; R$ 7.183,76
 9118; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9117; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 34.431,37; R$ 34.431,37; R$ 34.431,37
 9116; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9115; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.515,94; R$ 1.515,94; R$ 1.515,94
 9114; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 818.873,72; R$ 818.873,72; R$ 818.873,72
 9113; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.897,84; R$ 2.897,84; R$ 2.897,84
 9112; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 4.479,65; R$ 4.479,65; R$ 4.479,65
 9111; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.293,41; R$ 1.293,41; R$ 1.293,41
 9110; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 36.161,51; R$ 36.161,51; R$ 36.161,51
 9109; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 64.759,85; R$ 64.759,85; R$ 64.759,85
 9108; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 71.640,69; R$ 71.640,69; R$ 71.640,69
 9107; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.687,79; R$ 2.687,79; R$ 2.687,79
 9106; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 17.612,24; R$ 17.612,24; R$ 17.612,24
 9105; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 49.442,57; R$ 49.442,57; R$ 49.442,57
 9104; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 63.681,33; R$ 63.681,33; R$ 63.681,33
 9103; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 9.460,92; R$ 9.460,92; R$ 9.460,92
 9102; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 29.001,80; R$ 29.001,80; R$ 29.001,80
 9101; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 26.908,39; R$ 26.908,39; R$ 26.908,39
 9100; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.188,00; R$ 3.188,00; R$ 3.188,00
 9099; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.213,46; R$ 6.213,46; R$ 6.213,46
 9098; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9097; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 895,93; R$ 895,93; R$ 895,93
 9096; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9095; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.617,53; R$ 6.617,53; R$ 6.617,53
 9094; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 14.222,45; R$ 14.222,45; R$ 14.222,45
 9093; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 14.358,36; R$ 14.358,36; R$ 14.358,36
 9092; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 9.782,31; R$ 9.782,31; R$ 9.782,31
 9091; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9090; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.687,79; R$ 2.687,79; R$ 2.687,79
 9089; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.274,13; R$ 1.274,13; R$ 1.274,13
 9088; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.378,95; R$ 6.378,95; R$ 6.378,95
 9087; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9086; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 4.798,96; R$ 4.798,96; R$ 4.798,96
 9085; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 17.321,05; R$ 17.321,05; R$ 17.321,05
 9084; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 44.669,89; R$ 44.669,89; R$ 44.669,89
 9083; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9082; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.347,87; R$ 2.347,87; R$ 2.347,87
 9081; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 16.858,50; R$ 16.858,50; R$ 16.858,50
 9080; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9079; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 20.120,21; R$ 20.120,21; R$ 20.120,21
 9078; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9077; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 11.585,83; R$ 11.585,83; R$ 11.585,83
 9076; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 21.219,96; R$ 21.219,96; R$ 21.219,96
 9075; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 56.768,55; R$ 56.768,55; R$ 56.768,55
 9074; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.381,60; R$ 3.381,60; R$ 3.381,60
 9073; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.419,84; R$ 3.419,84; R$ 3.419,84
 9072; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 759.676,80; R$ 759.676,80; R$ 759.676,80
 9071; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.289,82; R$ 6.289,82; R$ 6.289,82
 9070; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 158.382,94; R$ 158.382,94; R$ 158.382,94
 9069; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 2.687,79; R$ 2.687,79; R$ 2.687,79
 9068; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 14.120,00; R$ 14.120,00; R$ 14.120,00
 9067; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 895,93; R$ 895,93; R$ 895,93
 9066; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 36.652,39; R$ 36.652,39; R$ 36.652,39
 9065; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.125,42; R$ 3.125,42; R$ 3.125,42
 9064; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 12.543,02; R$ 12.543,02; R$ 12.543,02
 9063; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 22.748,31; R$ 22.748,31; R$ 22.748,31
 9062; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024 - PISO DE ENFERMAGEM.; R$ 11.834,90; R$ 11.834,90; R$ 11.834,90
 9061; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 260.948,16; R$ 260.948,16; R$ 260.948,16
 9060; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 3.781,25; R$ 3.781,25; R$ 3.781,25
 9059; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 7.011,57; R$ 7.011,57; R$ 7.011,57
 9058; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 11.275,11; R$ 11.275,11; R$ 11.275,11
 9057; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 22.257,69; R$ 22.257,69; R$ 22.257,69
 9056; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 1.317,87; R$ 1.317,87; R$ 1.317,87
 9055; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 315.966,02; R$ 315.966,02; R$ 315.966,02
 9054; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 7.846,36; R$ 7.846,36; R$ 7.846,36
 9053; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 74.869,12; R$ 74.869,12; R$ 74.869,12
 9052; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 8.293,85; R$ 8.293,85; R$ 8.293,85
 9051; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 11.923,12; R$ 11.923,12; R$ 11.923,12
 9050; 2024; CREDOR; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024 -PISO DE ENFERMAGEM.; R$ 6.550,94; R$ 6.550,94; R$ 6.550,94
 9049; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 71.970,31; R$ 71.970,31; R$ 71.970,31
 9048; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 930.308,85; R$ 930.308,85; R$ 930.308,85
 9047; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 56.434,88; R$ 56.434,88; R$ 56.434,88
 9046; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 22.312,96; R$ 22.312,96; R$ 22.312,96
 9045; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 26.052,35; R$ 26.052,35; R$ 26.052,35
 9044; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 82.122,20; R$ 82.122,20; R$ 82.122,20
 9043; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 13.201,45; R$ 13.201,45; R$ 13.201,45
 9042; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 601.231,79; R$ 601.231,79; R$ 601.231,79
 9041; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 6.224,91; R$ 6.224,91; R$ 6.224,91
 9040; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 62.342,10; R$ 62.342,10; R$ 62.342,10
 9039; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 11.182,30; R$ 11.182,30; R$ 11.182,30
 9038; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 32.697,20; R$ 32.697,20; R$ 32.697,20
 9037; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 22.327,43; R$ 22.327,43; R$ 22.327,43
 9036; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 746.666,51; R$ 746.666,51; R$ 746.666,51
 9035; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 5.191,45; R$ 5.191,45; R$ 5.191,45
 9034; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 11.098,05; R$ 11.098,05; R$ 11.098,05
 9033; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 15.898,41; R$ 15.898,41; R$ 15.898,41
 9032; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 248.336,58; R$ 248.336,58; R$ 248.336,58
 9031; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 263.460,33; R$ 263.460,33; R$ 263.460,33
 9030; 2024; FOLHA; 26/09/2024; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 9/2024; R$ 898.579,53; R$ 898.579,53; R$ 898.579,53
 9029; 2024; CREDOR; 26/09/2024; ATENDIMENTO PARA SISTEMA DE EMERGÊNCIAS E URGÊNCIAS/ SAMU ESTADUAL - CONVÊNIO 4/2023.; R$ 559.845,84; R$ 559.845,84; R$ 559.845,84
 9028; 2024; CREDOR; 26/09/2024; SAMU ESTADUAL - ATENDIMENTO DE URGÊNCIAS E EMERGÊNCIAS NAS RODOVIAS QUE COMPÕEM O ANEL DE INTEGRAÇÃO.; R$ 295.749,68; R$ 0,00; R$ 0,00
 9027; 2024; PROCESSO; 26/09/2024; AQUISIÇÃO DE COFFEE BREAK, PARA ATENDER ADMINISTRAÇÃO, CONFORME SOLICITAÇÃO Nº185; R$ 3.786,66; R$ 3.786,66; R$ 3.786,66
 9026; 2024; PROCESSO; 26/09/2024;" AQUISIÇÃO DE PEÇAS, PARA MANUTENÇÃO EM MÁQUINA DE LAVAR, CONFORME SOLICITAÇÃO Nº056
RECURSO: PSEMC - PROTEÇÃO SOCIAL ESPECIAL MÉDIA COMPLEXIDADE - FONTE 729"; R$ 646,00; R$ 646,00; R$ 646,00
 9025; 2024; PROCESSO; 26/09/2024;" AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, PARA ATENDER NOVO PROGRAMA DO MINISTÉRIO DA SAÚDE - PLANIFICA SUS, CONFORME SOLICITAÇÃO
RECURSO BLOCO CUSTEIO - VIGILÂNCIA EM SAÚDE (27H) - FONTE 494"; R$ 140,00; R$ 0,00; R$ 0,00
